 año ,mes, Sector ,Nivel / Banco, Labor, Codigo , Clase , Fase , Corte , L Mineral , L Desmonte , Ton mineral , Ton desmonte , Zn , Pb , Cu , Ag , Fe 
2022,Abr,Limpe Sur A,-29,CX,664,OPEX,PH,HORIZONTAL,0,10,0,344,2.35,0.01,0.06,0.11,5.29
2022,Abr,Limpe Sur A,-29,CX,726,OPEX,PH,HORIZONTAL,0,4,0,138,2.01,0,0.09,0.09,3.72
2022,Abr,Limpe Sur A,-29,TJ,722,OPEX,PV,VERTICAL,0,0,0,0,0,0,0,0,0
2022,Abr,Limpe Sur A,-31.5,CX,714,OPEX,PH,HORIZONTAL,0,2,0,64,0,0,0,0,0
2022,Abr,Limpe Sur A,-31.5,CX,730,OPEX,PH,HORIZONTAL,0,7,0,244,1.83,0.01,0.01,0.06,5.33
2022,Abr,Limpe Sur A,-31.5,CX,762,OPEX,PH,HORIZONTAL,0,3,0,108,2.84,0.01,0.04,0.1,6.22
2022,Abr,Limpe Sur A,-32,RP,758,CAPEX,DPH,HORIZONTAL,0,74,0,"2,855",0,0,0,0,0
2022,Abr,Limpe Sur BC,-19,CX,862,CAPEX,DPH,HORIZONTAL,0,80,0,"2,699",0,0,0,0,0
2022,Abr,Limpe Sur BC,-27,CX,634,CAPEX,DPH,HORIZONTAL,0,80,0,"2,699",0,0,0,0,0
2022,May,Limpe Sur A,-32,RP,758,CAPEX,DPH,HORIZONTAL,0,76,0,"2,947",0,0,0,0,0
2022,May,Limpe Sur BC,-19,CX,862,CAPEX,DPH,HORIZONTAL,0,82,0,"2,789",0,0,0,0,0
2022,May,Limpe Sur BC,-27,BP,746N,CAPEX,DPH,HORIZONTAL,0,20,0,682,0,0,0,0,0
2022,May,Limpe Sur BC,-27,BP,746S,CAPEX,DPH,HORIZONTAL,0,27,0,926,0,0,0,0,0
2022,May,Limpe Sur BC,-27,CA,746,CAPEX,DPH,HORIZONTAL,0,14,0,484,0,0,0,0,0
2022,May,Limpe Sur BC,-27,CX,634,CAPEX,DPH,HORIZONTAL,0,18,0,594,0,0,0,0,0
2022,May,Limpe Sur BC,-27,CX,734,OPEX,PH,HORIZONTAL,0,6,0,195,0,0,0,0,0
2022,May,Limpe Sur BC,-27,CX,750,OPEX,PH,HORIZONTAL,0,15,0,514,0,0,0,0,0
2022,May,Limpe Sur BC,-27,CX_PV,746,CAPEX,DPH,HORIZONTAL,0,20,0,686,0,0,0,0,0
2022,May,Limpe Sur BC,-27,RP,730,CAPEX,DPH,HORIZONTAL,0,74,0,"2,869",0,0,0,0,0
2022,May,Limpe Sur BC,-28,RP,730,CAPEX,DPH,HORIZONTAL,0,40,0,"1,548",0,0,0,0,0
2022,Jun,Limpe Sur A,-32,BP,758N,CAPEX,DPH,HORIZONTAL,0,5,0,162,0,0,0,0,0
2022,Jun,Limpe Sur A,-32,BP,758S,CAPEX,DPH,HORIZONTAL,0,5,0,162,0,0,0,0,0
2022,Jun,Limpe Sur A,-32,CA,758,CAPEX,DPH,HORIZONTAL,0,8,0,271,0,0,0,0,0
2022,Jun,Limpe Sur A,-32,CX_PV,758,CAPEX,DPH,HORIZONTAL,0,33,0,"1,106",0,0,0,0,0
2022,Jun,Limpe Sur A,-32,RP,758,CAPEX,DPH,HORIZONTAL,0,10,0,387,0,0,0,0,0
2022,Jun,Limpe Sur A,-33,RP,758,CAPEX,DPH,HORIZONTAL,0,48,0,"1,849",0,0,0,0,0
2022,Jun,Limpe Sur BC,-19,CH_SERV,778,CAPEX,DPH,HORIZONTAL,0,12,0,133,0,0,0,0,0
2022,Jun,Limpe Sur BC,-19,CX,778,CAPEX,DPH,HORIZONTAL,0,8,0,271,0,0,0,0,0
2022,Jun,Limpe Sur BC,-19,CX,862,CAPEX,DPH,HORIZONTAL,0,48,0,"1,697",0.81,0,0.11,0.03,4.05
2022,Jun,Limpe Sur BC,-27,BP,746N,CAPEX,DPH,HORIZONTAL,0,13,0,451,0,0,0,0,0
2022,Jun,Limpe Sur BC,-27,BP,746S,CAPEX,DPH,HORIZONTAL,0,10,0,353,0,0,0,0,0
2022,Jun,Limpe Sur BC,-27,BP,780,CAPEX,DPH,HORIZONTAL,0,16,0,556,0,0,0,0,0
2022,Jun,Limpe Sur BC,-27,CH_RELL,778,CAPEX,DPV,VERTICAL,0,18,0,202,0,0,0,0,0
2022,Jun,Limpe Sur BC,-27,CH_SERV,762,CAPEX,DPV,VERTICAL,0,15,0,164,0,0,0,0,0
2022,Jun,Limpe Sur BC,-27,CH_V,778,CAPEX,DPV,VERTICAL,0,15,0,167,0,0,0,0,0
2022,Jun,Limpe Sur BC,-27,CX,718,OPEX,PH,HORIZONTAL,0,31,0,699,0.1,0,0.01,0,0.09
2022,Jun,Limpe Sur BC,-27,CX,734,OPEX,PH,HORIZONTAL,0,16,0,406,0,0,0,0,0
2022,Jun,Limpe Sur BC,-27,CX,750,OPEX,PH,HORIZONTAL,0,6,0,54,0.04,0,0,0,0.09
2022,Jun,Limpe Sur BC,-27,CX,762,CAPEX,PH,HORIZONTAL,0,17,0,574,0,0,0,0,0
2022,Jun,Limpe Sur BC,-27,CX,766,OPEX,PH,HORIZONTAL,0,22,0,547,0,0,0,0,0.01
2022,Jun,Limpe Sur BC,-27,CX,778,OPEX,PH,HORIZONTAL,0,36,0,986,0.21,0,0,0,0.29
2022,Jun,Limpe Sur BC,-27,CX,798,CAPEX,DPH,HORIZONTAL,0,13,0,436,0,0,0,0,0
2022,Jun,Limpe Sur BC,-27,GL,778,OPEX,PH,HORIZONTAL,0,2,0,46,0.67,0,0.02,0.01,1.06
2022,Jun,Limpe Sur BC,-27,GL,778S,OPEX,PH,HORIZONTAL,0,10,0,203,1.35,0,0.1,0.03,2.13
2022,Jun,Limpe Sur BC,-27,RP,730,CAPEX,DPH,HORIZONTAL,0,58,0,"2,233",0,0,0,0,0
2022,Jun,Limpe Sur BC,-28,RP,730,CAPEX,DPH,HORIZONTAL,0,58,0,"2,249",0,0,0,0,0
2022,Jul,Limpe Sur A,-32,BP,758N,CAPEX,DPH,HORIZONTAL,0,6,0,201,0,0,0,0,0
2022,Jul,Limpe Sur A,-32,BP,758S,CAPEX,DPH,HORIZONTAL,0,42,0,"1,402",0,0,0,0,0
2022,Jul,Limpe Sur A,-32,CH_RELL,794,CAPEX,PV,VERTICAL,0,19,0,208,0,0,0,0,0
2022,Jul,Limpe Sur A,-32,CX,714,OPEX,PH,HORIZONTAL,0,29,0,687,0,0,0,0,0
2022,Jul,Limpe Sur A,-32,CX,726,CAPEX,DPH,VERTICAL,0,6,0,205,0,0,0,0,0
2022,Jul,Limpe Sur A,-32,CX,730,OPEX,PH,HORIZONTAL,0,22,0,731,0.06,0,0,0,0.11
2022,Jul,Limpe Sur A,-32,CX,774,CAPEX,DPH,HORIZONTAL,0,28,0,948,0,0,0,0,0
2022,Jul,Limpe Sur A,-32,CX,794,CAPEX,DPH,VERTICAL,0,5,0,170,0,0,0,0,0
2022,Jul,Limpe Sur A,-33,RP,758,CAPEX,DPH,HORIZONTAL,0,68,0,"2,644",0,0,0,0,0
2022,Jul,Limpe Sur BC,-19,CH_SERV,778,CAPEX,DPH,HORIZONTAL,0,6,0,65,0,0,0,0,0
2022,Jul,Limpe Sur BC,-19,CX,778,CAPEX,DPH,HORIZONTAL,0,5,0,179,0,0,0,0,0
2022,Jul,Limpe Sur BC,-26,CA,730,CAPEX,DPH,HORIZONTAL,0,14,0,485,0,0,0,0,0
2022,Jul,Limpe Sur BC,-26,RP,730,CAPEX,DPH,HORIZONTAL,0,38,0,"1,470",0,0,0,0,0
2022,Jul,Limpe Sur BC,-26i,BP,730N,CAPEX,DPH,HORIZONTAL,0,2,0,81,0,0,0,0,0
2022,Jul,Limpe Sur BC,-26i,CX_PV,730,CAPEX,DPH,HORIZONTAL,0,20,0,686,0,0,0,0,0
2022,Jul,Limpe Sur BC,-27,CH_V,778,CAPEX,DPV,VERTICAL,0,3,0,35,0,0,0,0,0
2022,Jul,Limpe Sur BC,-27,GL,778,OPEX,PH,HORIZONTAL,0,45,0,"1,230",1.86,0,0.04,0.05,3.63
2022,Jul,Limpe Sur BC,-27,GL,778S,OPEX,PH,HORIZONTAL,0,12,0,194,1.08,0,0.03,0.02,1.27
2022,Jul,Limpe Sur BC,-27,RP,730,CAPEX,DPH,HORIZONTAL,0,31,0,"1,187",0,0,0,0,0
2022,Jul,Limpe Sur BC,-28,BP,746N,CAPEX,DPH,HORIZONTAL,0,2,0,81,0,0,0,0,0
2022,Jul,Limpe Sur BC,-28,BP,746S,CAPEX,DPH,HORIZONTAL,0,10,0,324,0,0,0,0,0
2022,Jul,Limpe Sur BC,-28,CA,746,CAPEX,DPH,HORIZONTAL,0,14,0,484,0,0,0,0,0
2022,Jul,Limpe Sur BC,-28,CX_PV,746,CAPEX,DPH,HORIZONTAL,0,20,0,686,0,0,0,0,0
2022,Jul,Limpe Sur BC,-28,RP,730,CAPEX,DPH,HORIZONTAL,0,43,0,"1,680",0,0,0,0,0
2022,Jul,Limpe Sur BC,-29,RP,730,CAPEX,DPH,HORIZONTAL,0,24,0,927,0,0,0,0,0
2022,Jul,Limpe Sur BC,-32,CX_PV,794,CAPEX,DPH,HORIZONTAL,0,36,0,"1,217",0,0,0,0,0
2022,Ago,Limpe Sur A,-33,CA,758,CAPEX,DPH,HORIZONTAL,0,8,0,270,0,0,0,0,0
2022,Ago,Limpe Sur A,-33,CX_PV,758,CAPEX,DPH,HORIZONTAL,0,7,0,243,0,0,0,0,0
2022,Ago,Limpe Sur A,-33,RP,758,CAPEX,DPH,HORIZONTAL,0,26,0,996,0,0,0,0,0
2022,Ago,Limpe Sur A,-34,RP,758,CAPEX,DPH,HORIZONTAL,0,18,0,698,0,0,0,0,0
2022,Ago,Limpe Sur BC,-26,RP,730,CAPEX,DPH,HORIZONTAL,0,44,0,"1,711",0,0,0,0,0
2022,Ago,Limpe Sur BC,-26i,BP,730N,CAPEX,DPH,HORIZONTAL,0,44,0,"1,493",0,0,0,0,0
2022,Ago,Limpe Sur BC,-26i,BP,730S,CAPEX,DPH,HORIZONTAL,0,18,0,606,0,0,0,0,0
2022,Ago,Limpe Sur BC,-26i,CX,718,OPEX,PH,HORIZONTAL,0,19,0,649,0,0,0,0,0
2022,Ago,Limpe Sur BC,-26i,CX,734,OPEX,PH,HORIZONTAL,0,19,0,648,0,0,0,0,0.01
2022,Ago,Limpe Sur BC,-26i,CX,750,OPEX,PH,HORIZONTAL,0,19,0,650,0.12,0,0.01,0.01,0.24
2022,Ago,Limpe Sur BC,-26i,CX,762,CAPEX,PH,HORIZONTAL,0,14,0,487,0,0,0,0,0
2022,Ago,Limpe Sur BC,-26i,CX,766,OPEX,PH,HORIZONTAL,0,7,0,243,0,0,0,0,0
2022,Ago,Limpe Sur BC,-26i,CX,778,OPEX,PH,HORIZONTAL,0,5,0,162,0,0,0,0,0
2022,Ago,Limpe Sur BC,-28,BP,746N,CAPEX,DPH,HORIZONTAL,0,23,0,772,0,0,0,0,0
2022,Ago,Limpe Sur BC,-28,BP,746S,CAPEX,DPH,HORIZONTAL,0,25,0,862,0,0,0,0,0
2022,Ago,Limpe Sur BC,-28,BP,772,CAPEX,DPH,HORIZONTAL,0,24,0,798,0,0,0,0,0
2022,Ago,Limpe Sur BC,-28,CH_SERV,762,CAPEX,DPV,VERTICAL,0,14,0,156,0,0,0,0,0
2022,Ago,Limpe Sur BC,-28,CX,714,OPEX,PH,HORIZONTAL,0,26,0,733,0,0,0,0,0.01
2022,Ago,Limpe Sur BC,-28,CX,718,OPEX,PH,HORIZONTAL,0,24,0,698,0,0,0,0,0
2022,Ago,Limpe Sur BC,-28,CX,734,OPEX,PH,HORIZONTAL,0,24,0,720,0,0,0,0,0
2022,Ago,Limpe Sur BC,-28,CX,762,CAPEX,PH,HORIZONTAL,0,13,0,444,0,0,0,0,0
2022,Ago,Limpe Sur BC,-28,CX,766,OPEX,PH,HORIZONTAL,0,26,0,705,0.01,0,0,0,0.01
2022,Ago,Limpe Sur BC,-28,CX,770,OPEX,PH,HORIZONTAL,0,22,0,674,0,0,0,0,0
2022,Ago,Limpe Sur BC,-28,CX,800,CAPEX,DPH,HORIZONTAL,0,2,0,81,0,0,0,0,0
2022,Ago,Limpe Sur BC,-29,RP,730,CAPEX,DPH,HORIZONTAL,0,46,0,"1,776",0,0,0,0,0
2022,Ago,Limpe Sur BC,-32,CX_PV,794,CAPEX,DPH,HORIZONTAL,0,31,0,"1,031",0.08,0,0,0,0.17
2022,Sep,Limpe Sur A,-33,BP,758N,CAPEX,DPH,HORIZONTAL,0,21,0,725,0,0,0,0,0
2022,Sep,Limpe Sur A,-33,BP,758S,CAPEX,DPH,HORIZONTAL,0,33,0,"1,118",0,0,0,0,0
2022,Sep,Limpe Sur A,-33,CH_RELL,794,CAPEX,PV,VERTICAL,0,10,0,106,0,0,0,0,0
2022,Sep,Limpe Sur A,-33,CH_SERV,726,CAPEX,PV,VERTICAL,0,13,0,150,0,0,0,0,0
2022,Sep,Limpe Sur A,-33,CX,726,CAPEX,DPH,VERTICAL,0,4,0,136,0,0,0,0,0
2022,Sep,Limpe Sur A,-33,CX,730,OPEX,PH,HORIZONTAL,0,27,0,730,0,0,0,0,0
2022,Sep,Limpe Sur A,-33,CX,738,CAPEX,DPH,VERTICAL,0,6,0,215,0,0,0,0,0
2022,Sep,Limpe Sur A,-33,CX,746,OPEX,PH,HORIZONTAL,0,24,0,813,0.05,0,0,0,0.08
2022,Sep,Limpe Sur A,-33,CX,774,CAPEX,DPH,HORIZONTAL,0,16,0,544,0,0,0,0,0
2022,Sep,Limpe Sur A,-33,CX,794,CAPEX,DPH,VERTICAL,0,5,0,174,0,0,0,0,0
2022,Sep,Limpe Sur A,-33,CX_PV,758,CAPEX,DPH,HORIZONTAL,0,24,0,820,0,0,0,0,0
2022,Sep,Limpe Sur A,-34,CH_V,802,CAPEX,PV,VERTICAL,0,13,0,149,0,0,0,0,0
2022,Sep,Limpe Sur A,-34,RP,758,CAPEX,DPH,HORIZONTAL,0,74,0,"2,701",0,0,0,0,0
2022,Sep,Limpe Sur BC,-25,RP,730,CAPEX,DPH,HORIZONTAL,0,15,0,565,0,0,0,0,0
2022,Sep,Limpe Sur BC,-26,RP,730,CAPEX,DPH,HORIZONTAL,0,59,0,"2,302",0,0,0,0,0
2022,Sep,Limpe Sur BC,-26i,CH_SERV,762,CAPEX,DPV,VERTICAL,0,18,0,201,0,0,0,0,0
2022,Sep,Limpe Sur BC,-26i,CX,762,CAPEX,PH,HORIZONTAL,0,2,0,56,0,0,0,0,0
2022,Sep,Limpe Sur BC,-26i,CX,766,OPEX,PH,HORIZONTAL,0,12,0,409,0.26,0,0.01,0.01,0.5
2022,Sep,Limpe Sur BC,-26i,CX,778,OPEX,PH,HORIZONTAL,0,17,0,607,0.91,0,0.04,0.04,1.62
2022,Sep,Limpe Sur BC,-28,CH_RELL,778,CAPEX,DPV,VERTICAL,0,14,0,157,0,0,0,0,0
2022,Sep,Limpe Sur BC,-28,CH_SERV,762,CAPEX,DPV,VERTICAL,0,1,0,11,0,0,0,0,0
2022,Sep,Limpe Sur BC,-28,CH_V,778,CAPEX,DPV,VERTICAL,0,14,0,157,0,0,0,0,0
2022,Sep,Limpe Sur BC,-28,CX,770,OPEX,PH,HORIZONTAL,0,2,0,2,1.5,0,0.04,0.04,2
2022,Sep,Limpe Sur BC,-28,CX,800,CAPEX,DPH,HORIZONTAL,0,11,0,370,0,0,0,0,0
2022,Sep,Limpe Sur BC,-29,CX_PV,746,CAPEX,DPH,HORIZONTAL,0,5,0,166,0,0,0,0,0
2022,Sep,Limpe Sur BC,-29,RP,730,CAPEX,DPH,HORIZONTAL,0,73,0,"2,861",0,0,0,0,0
2022,Sep,Limpe Sur BC,-30,RP,730,CAPEX,DPH,HORIZONTAL,0,1,0,21,0,0,0,0,0
2022,Sep,Limpe Sur BC,-33,CX_PV,794,CAPEX,DPH,HORIZONTAL,0,16,0,529,0,0,0,0,0
2022,Oct,Limpe Sur A,-32,CH_V,802,CAPEX,PV,VERTICAL,0,19,0,208,0,0,0,0,0
2022,Oct,Limpe Sur A,-33,CH_RELL,794,CAPEX,PV,VERTICAL,0,5,0,54,0,0,0,0,0
2022,Oct,Limpe Sur A,-33,CX,730,OPEX,PH,HORIZONTAL,0,8,0,3,1.38,0,0,0.02,1.57
2022,Oct,Limpe Sur A,-33,TJ,730,OPEX,PV,VERTICAL,0,0,0,0,,,,,
2022,Oct,Limpe Sur A,-34,CA,758,CAPEX,DPH,HORIZONTAL,0,2,0,81,0,0,0,0,0
2022,Oct,Limpe Sur A,-34,CH_V,802,CAPEX,PV,VERTICAL,0,1,0,11,0,0,0,0,0
2022,Oct,Limpe Sur A,-34,RP,758,CAPEX,DPH,HORIZONTAL,0,50,0,"1,928",0,0,0,0,0
2022,Oct,Limpe Sur A,-35,RP,758,CAPEX,DPH,HORIZONTAL,0,8,0,310,0,0,0,0,0
2022,Oct,Limpe Sur BC,-25,BP,730N,CAPEX,DPH,HORIZONTAL,0,38,0,"1,298",0,0,0,0,0
2022,Oct,Limpe Sur BC,-25,BP,730S,CAPEX,DPH,HORIZONTAL,0,31,0,"1,056",0,0,0,0,0
2022,Oct,Limpe Sur BC,-25,CA,730,CAPEX,DPH,HORIZONTAL,0,14,0,485,0,0,0,0,0
2022,Oct,Limpe Sur BC,-25,CX,718,OPEX,PH,HORIZONTAL,0,10,0,324,0,0,0,0,0
2022,Oct,Limpe Sur BC,-25,CX,734,OPEX,PH,HORIZONTAL,0,26,0,657,0,0,0,0,0
2022,Oct,Limpe Sur BC,-25,CX,750,OPEX,PH,HORIZONTAL,0,17,0,566,0,0,0,0,0
2022,Oct,Limpe Sur BC,-25,CX,762,CAPEX,PH,HORIZONTAL,0,2,0,81,0,0,0,0,0
2022,Oct,Limpe Sur BC,-25,CX_PV,730,CAPEX,DPH,HORIZONTAL,0,20,0,685,0,0,0,0,0
2022,Oct,Limpe Sur BC,-25,RP,730,CAPEX,DPH,HORIZONTAL,0,55,0,"2,143",0,0,0,0,0
2022,Oct,Limpe Sur BC,-29,BP,746,CAPEX,DPH,HORIZONTAL,0,18,0,613,0,0,0,0,0
2022,Oct,Limpe Sur BC,-29,BP,764,CAPEX,DPH,HORIZONTAL,0,26,0,893,0,0,0,0,0
2022,Oct,Limpe Sur BC,-29,CA,746,CAPEX,DPH,HORIZONTAL,0,14,0,485,0,0,0,0,0
2022,Oct,Limpe Sur BC,-29,CH_SERV,762,CAPEX,DPV,VERTICAL,0,4,0,44,0,0,0,0,0
2022,Oct,Limpe Sur BC,-29,CX,750,OPEX,PH,HORIZONTAL,0,19,0,577,0,0,0,0,0
2022,Oct,Limpe Sur BC,-29,CX,762,CAPEX,PH,HORIZONTAL,0,16,0,544,0,0,0,0,0
2022,Oct,Limpe Sur BC,-29,CX,766,OPEX,PH,HORIZONTAL,0,17,0,567,0,0,0,0,0
2022,Oct,Limpe Sur BC,-29,CX_PV,746,CAPEX,DPH,HORIZONTAL,0,15,0,519,0,0,0,0,0
2022,Oct,Limpe Sur BC,-30,RP,730,CAPEX,DPH,HORIZONTAL,0,55,0,"2,140",0,0,0,0,0
2022,Oct,Limpe Sur BC,-33,CX_PV,794,CAPEX,DPH,HORIZONTAL,0,53,0,"1,761",0.06,0,0,0,0.12
2022,Oct,Limpe Sur BC,-33,GL,838N,OPEX,PH,HORIZONTAL,0,2,0,0,,,,,
2022,Nov,Limpe Sur A,-34,BP,758N,CAPEX,DPH,HORIZONTAL,0,24,0,812,0,0,0,0,0
2022,Nov,Limpe Sur A,-34,BP,758S,CAPEX,DPH,HORIZONTAL,0,21,0,716,0,0,0,0,0
2022,Nov,Limpe Sur A,-34,CA,758,CAPEX,DPH,HORIZONTAL,0,6,0,189,0,0,0,0,0
2022,Nov,Limpe Sur A,-34,CX,730,CAPEX,DPH,VERTICAL,0,4,0,126,0,0,0,0,0
2022,Nov,Limpe Sur A,-34,CX,738,CAPEX,DPH,VERTICAL,0,2,0,81,0,0,0,0,0
2022,Nov,Limpe Sur A,-34,CX,746,OPEX,PH,HORIZONTAL,0,10,0,325,0,0,0,0,0
2022,Nov,Limpe Sur A,-34,CX,762,OPEX,PH,HORIZONTAL,0,12,0,406,0,0,0,0,0
2022,Nov,Limpe Sur A,-34,CX_PV,758,CAPEX,DPH,HORIZONTAL,0,32,0,"1,069",0,0,0,0,0
2022,Nov,Limpe Sur A,-35,RP,758,CAPEX,DPH,HORIZONTAL,0,56,0,"2,164",0,0,0,0,0
2022,Nov,Limpe Sur BC,-25,BP,730N,CAPEX,DPH,HORIZONTAL,0,8,0,255,0,0,0,0,0
2022,Nov,Limpe Sur BC,-25,BP,730S,CAPEX,DPH,HORIZONTAL,0,3,0,105,0,0,0,0,0
2022,Nov,Limpe Sur BC,-25,BP,772,CAPEX,DPH,HORIZONTAL,0,18,0,603,0,0,0,0,0
2022,Nov,Limpe Sur BC,-25,CH_RELL,778,CAPEX,DPV,VERTICAL,0,14,0,156,0,0,0,0,0
2022,Nov,Limpe Sur BC,-25,CH_SERV,762,CAPEX,DPV,VERTICAL,0,14,0,161,0,0,0,0,0
2022,Nov,Limpe Sur BC,-25,CH_V,778,CAPEX,DPV,VERTICAL,0,14,0,156,0,0,0,0,0
2022,Nov,Limpe Sur BC,-25,CX,702,OPEX,PH,HORIZONTAL,0,22,0,660,0.01,0,0,0,0.03
2022,Nov,Limpe Sur BC,-25,CX,718,OPEX,PH,HORIZONTAL,0,21,0,392,0.07,0,0,0,0.05
2022,Nov,Limpe Sur BC,-25,CX,750,OPEX,PH,HORIZONTAL,0,2,0,31,0,0,0,0,0
2022,Nov,Limpe Sur BC,-25,CX,762,CAPEX,PH,HORIZONTAL,0,12,0,394,0,0,0,0,0
2022,Nov,Limpe Sur BC,-25,CX,766,OPEX,PH,HORIZONTAL,0,22,0,579,0,0,0,0,0
2022,Nov,Limpe Sur BC,-25,CX,778,OPEX,PH,HORIZONTAL,0,22,0,578,0.02,0,0,0,0.06
2022,Nov,Limpe Sur BC,-25,CX,792,CAPEX,DPH,HORIZONTAL,0,13,0,453,0,0,0,0,0
2022,Nov,Limpe Sur BC,-25,RP,730,CAPEX,DPH,HORIZONTAL,0,58,0,"2,243",0,0,0,0,0
2022,Nov,Limpe Sur BC,-29,BP,764,CAPEX,DPH,HORIZONTAL,0,8,0,254,0,0,0,0,0
2022,Nov,Limpe Sur BC,-29,CH_RELL,778,CAPEX,DPV,VERTICAL,0,14,0,156,0,0,0,0,0
2022,Nov,Limpe Sur BC,-29,CH_SERV,762,CAPEX,DPV,VERTICAL,0,11,0,121,0,0,0,0,0
2022,Nov,Limpe Sur BC,-29,CH_V,778,CAPEX,DPV,VERTICAL,0,14,0,156,0,0,0,0,0
2022,Nov,Limpe Sur BC,-29,CX,766,OPEX,PH,HORIZONTAL,0,7,0,89,0.11,0,0.01,0,0.22
2022,Nov,Limpe Sur BC,-29,CX,802,CAPEX,DPH,HORIZONTAL,0,13,0,450,0,0,0,0,0
2022,Nov,Limpe Sur BC,-30,RP,730,CAPEX,DPH,HORIZONTAL,0,56,0,"2,166",0,0,0,0,0
2022,Dic,Limpe Sur A,-34,BP,758N,CAPEX,DPH,HORIZONTAL,0,1,0,35,0,0,0,0,0
2022,Dic,Limpe Sur A,-34,CH_RELL,794,CAPEX,PV,VERTICAL,0,15,0,162,0,0,0,0,0
2022,Dic,Limpe Sur A,-34,CH_SERV,738,CAPEX,PV,VERTICAL,0,13,0,150,0,0,0,0,0
2022,Dic,Limpe Sur A,-34,CH_V,802,CAPEX,PV,VERTICAL,0,15,0,162,0,0,0,0,0
2022,Dic,Limpe Sur A,-34,CX,738,CAPEX,DPH,VERTICAL,0,2,0,54,0,0,0,0,0
2022,Dic,Limpe Sur A,-34,CX,746,OPEX,PH,HORIZONTAL,0,12,0,407,0.34,0,0,0.02,0.63
2022,Dic,Limpe Sur A,-34,CX,762,OPEX,PH,HORIZONTAL,0,12,0,402,0.46,0,0.01,0.02,0.58
2022,Dic,Limpe Sur A,-34,CX,782,CAPEX,DPH,HORIZONTAL,0,11,0,381,0,0,0,0,0
2022,Dic,Limpe Sur A,-34,CX,794,CAPEX,DPH,VERTICAL,0,5,0,173,0,0,0,0,0
2022,Dic,Limpe Sur A,-35,RP,758,CAPEX,DPH,HORIZONTAL,0,72,0,"2,775",0,0,0,0,0
2022,Dic,Limpe Sur BC,-24,BP,730N,CAPEX,DPH,HORIZONTAL,0,26,0,892,0,0,0,0,0
2022,Dic,Limpe Sur BC,-24,BP,730S,CAPEX,DPH,HORIZONTAL,0,17,0,568,0,0,0,0,0
2022,Dic,Limpe Sur BC,-24,CA,730,CAPEX,DPH,HORIZONTAL,0,14,0,485,0,0,0,0,0
2022,Dic,Limpe Sur BC,-24,CX,734,OPEX,PH,HORIZONTAL,0,12,0,405,0,0,0,0,0
2022,Dic,Limpe Sur BC,-24,CX,750,OPEX,PH,HORIZONTAL,0,2,0,81,0,0,0,0,0
2022,Dic,Limpe Sur BC,-24,CX_PV,714,CAPEX,DPH,HORIZONTAL,0,20,0,686,0,0,0,0,0
2022,Dic,Limpe Sur BC,-24,RP,730,CAPEX,DPH,HORIZONTAL,0,58,0,"2,242",0,0,0,0,0
2022,Dic,Limpe Sur BC,-25,RP,730,CAPEX,DPH,HORIZONTAL,0,14,0,554,0,0,0,0,0
2022,Dic,Limpe Sur BC,-30,BP,756,CAPEX,DPH,HORIZONTAL,0,38,0,"1,299",0,0,0,0,0
2022,Dic,Limpe Sur BC,-30,CX,746,CAPEX,DPH,HORIZONTAL,0,50,0,"1,705",0,0,0,0,0
2022,Dic,Limpe Sur BC,-30,RP,730,CAPEX,DPH,HORIZONTAL,0,31,0,"1,214",0,0,0,0,0
2022,Dic,Limpe Sur BC,-31,RP,730,CAPEX,DPH,HORIZONTAL,0,42,0,"1,620",0,0,0,0,0
2022,Dic,Limpe Sur BC,-34,CX_PV,794,CAPEX,DPH,HORIZONTAL,0,65,0,"2,192",0,0,0,0,0
2023,Ene,Limpe Sur A,-35,CA,758,CAPEX,DPH,HORIZONTAL,0,8,0,271,0,0,0,0,0
2023,Ene,Limpe Sur A,-35,CX_PV,758,CAPEX,DPH,HORIZONTAL,0,29,0,974,0,0,0,0,0
2023,Ene,Limpe Sur A,-35,RP,758,CAPEX,DPH,HORIZONTAL,0,6,0,233,0,0,0,0,0
2023,Ene,Limpe Sur A,-36,RP,758,CAPEX,DPH,HORIZONTAL,0,40,0,"1,547",0,0,0,0,0
2023,Ene,Limpe Sur BC,-24,BP,730N,CAPEX,DPH,HORIZONTAL,0,32,0,"1,079",0,0,0,0,0
2023,Ene,Limpe Sur BC,-24,BP,730S,CAPEX,DPH,HORIZONTAL,0,17,0,579,0,0,0,0,0
2023,Ene,Limpe Sur BC,-24,CH_RELL,778,CAPEX,DPV,VERTICAL,0,4,0,44,0,0,0,0,0
2023,Ene,Limpe Sur BC,-24,CH_SERV,762,CAPEX,DPV,VERTICAL,0,13,0,150,0,0,0,0,0
2023,Ene,Limpe Sur BC,-24,CH_V,778,CAPEX,DPV,VERTICAL,0,2,0,28,0,0,0,0,0
2023,Ene,Limpe Sur BC,-24,CX,702,OPEX,PH,HORIZONTAL,0,31,0,804,0.01,0,0,0,0.03
2023,Ene,Limpe Sur BC,-24,CX,718,OPEX,PH,HORIZONTAL,0,35,0,834,0.03,0,0,0,0.04
2023,Ene,Limpe Sur BC,-24,CX,734,OPEX,PH,HORIZONTAL,0,22,0,401,0.05,0,0,0,0.06
2023,Ene,Limpe Sur BC,-24,CX,750,OPEX,PH,HORIZONTAL,0,30,0,662,0.11,0,0,0,0.21
